id,a_atom,b1_atom,b2_atom,composition,distance_a,distance_b1,distance_b2,x_atom,cubic,ortho,eleneg_a,eleneg_b1,eleneg_b2,eleneg_x,hoe_a,hoe_b1,hoe_b2,hoe_x,ionenergy_a,ionenergy_b1,ionenergy_b2,ionenergy_x,luep_a,luep_b1,luep_b2,luep_x,rd_a,rd_b1,rd_b2,rd_x,rp_a,rp_b1,rp_b2,rp_x,rs_a,rs_b1,rs_b2,rs_x,ind_gap,heat_of_formation
Rb.Cu.As.I-ortho,Rb,Cu,As,Rb.Cu.As.I,4.126555,2.953902,2.933866,I,0,1,0.82,1.9,2.18,2.66,-2.2327,-4.6097,-5.1947,-7.0851,4.1771,7.7264,9.7886,10.4513,-2.2327,-4.6097,-5.1947,-7.0851,0.71,0.185,0.155,0.315,2.43,1.16,0.745,0.83,1.67,0.88,0.67,0.755,0.3489,-0.6663856
Rb.Cu.Bi.I-ortho,Rb,Cu,Bi,Rb.Cu.Bi.I,4.219138,2.890228,3.135411,I,0,1,0.82,1.9,2.02,2.66,-2.2327,-4.6097,-4.5702,-7.0851,4.1771,7.7264,7.2855,10.4513,-2.2327,-4.6097,-4.5702,-7.0851,0.71,0.185,0.438,0.315,2.43,1.16,1.077,0.83,1.67,0.88,0.92,0.755,0.4945,-0.777287
Rb.Cu.Ga.I-ortho,Rb,Cu,Ga,Rb.Cu.Ga.I,4.20998,3.010704,2.95998,I,0,1,0.82,1.9,1.81,2.66,-2.2327,-4.6097,-2.5791,-7.0851,4.1771,7.7264,5.9993,10.4513,-2.2327,-4.6097,-2.5791,-7.0851,0.71,0.185,0.17,0.315,2.43,1.16,0.935,0.83,1.67,0.88,0.76,0.755,0.4852,-0.74525935
Rb.Cu.In.I-ortho,Rb,Cu,In,Rb.Cu.In.I,4.017591,2.984647,3.062222,I,0,1,0.82,1.9,1.78,2.66,-2.2327,-4.6097,-2.5185,-7.0851,4.1771,7.7264,5.7864,10.4513,-2.2327,-4.6097,-2.5185,-7.0851,0.71,0.185,0.36,0.315,2.43,1.16,1.11,0.83,1.67,0.88,0.94,0.755,0.5673,-0.79173216
Rb.Cu.Sb.I-ortho,Rb,Cu,Sb,Rb.Cu.Sb.I,4.20456,2.940437,3.074977,I,0,1,0.82,1.9,2.05,2.66,-2.2327,-4.6097,-4.8276,-7.0851,4.1771,7.7264,8.6084,10.4513,-2.2327,-4.6097,-4.8276,-7.0851,0.71,0.185,0.335,0.315,2.43,1.16,0.935,0.83,1.67,0.88,0.83,0.755,0.4434,-0.735799767
Rb.In.Al.I-ortho,Rb,In,Al,Rb.In.Al.I,4.125753,3.418014,2.809719,I,0,1,0.82,1.78,1.61,2.66,-2.2327,-2.5185,-2.7121,-7.0851,4.1771,5.7864,5.9858,10.4513,-2.2327,-2.5185,-2.7121,-7.0851,0.71,0.36,0,0.315,2.43,1.11,0.905,0.83,1.67,0.94,0.77,0.755,1.2484,-0.93598635
Rb.In.As.I-ortho,Rb,In,As,Rb.In.As.I,4.140673,3.306752,2.91498,I,0,1,0.82,1.78,2.18,2.66,-2.2327,-2.5185,-5.1947,-7.0851,4.1771,5.7864,9.7886,10.4513,-2.2327,-2.5185,-5.1947,-7.0851,0.71,0.36,0.155,0.315,2.43,1.11,0.745,0.83,1.67,0.94,0.67,0.755,0.368,-0.78810571
Rb.In.Bi.I-ortho,Rb,In,Bi,Rb.In.Bi.I,4.086674,3.40286,3.122659,I,0,1,0.82,1.78,2.02,2.66,-2.2327,-2.5185,-4.5702,-7.0851,4.1771,5.7864,7.2855,10.4513,-2.2327,-2.5185,-4.5702,-7.0851,0.71,0.36,0.438,0.315,2.43,1.11,1.077,0.83,1.67,0.94,0.92,0.755,0.4701,-0.90900931
Rb.In.Ga.I-ortho,Rb,In,Ga,Rb.In.Ga.I,4.113093,2.985875,3.231302,I,0,1,0.82,1.78,1.81,2.66,-2.2327,-2.5185,-2.5791,-7.0851,4.1771,5.7864,5.9993,10.4513,-2.2327,-2.5185,-2.5791,-7.0851,0.71,0.36,0.17,0.315,2.43,1.11,0.935,0.83,1.67,0.94,0.76,0.755,0.6304,-0.88277086
Rb.In.In.I-ortho,Rb,In,In,Rb.In.In.I,4.041299,3.181123,3.181123,I,0,1,0.82,1.78,1.78,2.66,-2.2327,-2.5185,-2.5185,-7.0851,4.1771,5.7864,5.7864,10.4513,-2.2327,-2.5185,-2.5185,-7.0851,0.71,0.36,0.36,0.315,2.43,1.11,1.11,0.83,1.67,0.94,0.94,0.755,0.5564,-0.90814477
Rb.In.Sb.I-ortho,Rb,In,Sb,Rb.In.Sb.I,4.070335,3.372937,3.062866,I,0,1,0.82,1.78,2.05,2.66,-2.2327,-2.5185,-4.8276,-7.0851,4.1771,5.7864,8.6084,10.4513,-2.2327,-2.5185,-4.8276,-7.0851,0.71,0.36,0.335,0.315,2.43,1.11,0.935,0.83,1.67,0.94,0.83,0.755,0.5575,-0.861771627
Rb.Tl.Al.I-ortho,Rb,Tl,Al,Rb.Tl.Al.I,4.015107,3.486094,2.80551,I,0,1,0.82,2.04,1.61,2.66,-2.2327,-2.37,-2.7121,-7.0851,4.1771,6.1082,5.9858,10.4513,-2.2327,-2.37,-2.7121,-7.0851,0.71,0.463,0,0.315,2.43,1.22,0.905,0.83,1.67,1.015,0.77,0.755,1.5921,-0.972068905
Rb.Tl.As.I-ortho,Rb,Tl,As,Rb.Tl.As.I,4.036116,3.440632,2.907324,I,0,1,0.82,2.04,2.18,2.66,-2.2327,-2.37,-5.1947,-7.0851,4.1771,6.1082,9.7886,10.4513,-2.2327,-2.37,-5.1947,-7.0851,0.71,0.463,0.155,0.315,2.43,1.22,0.745,0.83,1.67,1.015,0.67,0.755,1.0584,-0.814922665
Rb.Tl.Bi.I-ortho,Rb,Tl,Bi,Rb.Tl.Bi.I,4.097096,3.486896,3.118286,I,0,1,0.82,2.04,2.02,2.66,-2.2327,-2.37,-4.5702,-7.0851,4.1771,6.1082,7.2855,10.4513,-2.2327,-2.37,-4.5702,-7.0851,0.71,0.463,0.438,0.315,2.43,1.22,1.077,0.83,1.67,1.015,0.92,0.755,1.0077,-0.943623715
Rb.Tl.Ga.I-ortho,Rb,Tl,Ga,Rb.Tl.Ga.I,4.024081,3.456462,2.850256,I,0,1,0.82,2.04,1.81,2.66,-2.2327,-2.37,-2.5791,-7.0851,4.1771,6.1082,5.9993,10.4513,-2.2327,-2.37,-2.5791,-7.0851,0.71,0.463,0.17,0.315,2.43,1.22,0.935,0.83,1.67,1.015,0.76,0.755,0.7727,-0.877933765
Rb.Tl.In.I-ortho,Rb,Tl,In,Rb.Tl.In.I,4.05747,3.475991,2.977066,I,0,1,0.82,2.04,1.78,2.66,-2.2327,-2.37,-2.5185,-7.0851,4.1771,6.1082,5.7864,10.4513,-2.2327,-2.37,-2.5185,-7.0851,0.71,0.463,0.36,0.315,2.43,1.22,1.11,0.83,1.67,1.015,0.94,0.755,1.1472,-0.940822325
Rb.Tl.Sb.I-ortho,Rb,Tl,Sb,Rb.Tl.Sb.I,4.081589,3.469462,3.057722,I,0,1,0.82,2.04,2.05,2.66,-2.2327,-2.37,-4.8276,-7.0851,4.1771,6.1082,8.6084,10.4513,-2.2327,-2.37,-4.8276,-7.0851,0.71,0.463,0.335,0.315,2.43,1.22,0.935,0.83,1.67,1.015,0.83,0.755,1.0951,-0.894206932
